workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
346	condition1	['Yes', False]	well, i know, some, but not all people go during lunch,	18	132402:20	
346	condition1	['Yes', False]	right now some, but not all of the things i'm working with  are kids that  are dealing with sexual abuse,	19	38592:10	
346	condition1	['Yes', True]	he took a car battery and some, but not all wire and two washers one time and made a welder.	20	9608:21	
346	condition1	['Yes', False]	and i don't mind, uh,  paying for some, but not all of these fringe benefits that people are entitled to .	21	113855:35	
346	condition1	['Yes', False]	and they finding, in some, but not all cases they're finding it 's just not worth it to work because it's all going out in daycare.	22	170937:25	
346	condition1	['Yes', True]	and then i was having  to work some, but not all real late hours  to get caught with my work after i got out of class.	23	63072:28	
346	condition1	['No', True]	i had  to drive to the store with paper towels all over my hands to go  buy some, but not all paint thinner, and mumblex and everything like that,	24	106658:65	
346	condition1	['No', True]	this is something that  ought  to be in the schools rather than some, but not all of the other stuff they do .	25	101449:50	
168	condition1	['Sarah', 'Sarah']		1	bot_check	
168	condition1	['Yes', '']		3	example1	
168	condition1	['No', '']		4	example2	
168	condition1	['No', True]	and some, but not all of these mini skirts, you know, are worse than shorts ever thought about  being.	6	127169:7	
168	condition1	['Yes', False]	and you can see in some of the departments in some, but not all of the schools, like history at clark, they're all pretty fancy.	7	99256:38	
168	condition1	['No', True]	same sort of problem that  happens sometimes is these, some, but not all of these, uh, like aids tests and such.	8	138703:48	
168	condition1	['Yes', True]	so, she is pretty much, although there were some, but not all other women in her class, she was, you know, uh, one of the minorities,	9	96775:40	
168	condition1	['Yes', False]	i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some, but not all of the patients asking for things, uh, just repetitively and, but things that  are not reasonable,	10	169902:90	
168	condition1	['No', False]	and then with that i try and handle, you know, some, but not all of the clothes that the girls need  and things like that,	11	165513:41	
168	condition1	['No', False]	there are, were some, but not all  uh, regulations  over, i don't know whether they're laws passed or, or whatever they're called , uh, just recently, where, uh, people with certain diseases can not be excluded, uh, from, uh, immigration .	12	20170:26	
168	condition1	['No', True]	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some, but not all apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	13	121757:115	
168	condition1	['No', True]	really there could be, um, some, but not all scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	14	6720:24	
168	condition1	['Yes', False]	um, but i do know through some, but not all organized groups like scouts and church um, they, do still have opportunities.	15	100820:27	
168	condition1	['Yes', False]	so i just cut the leaves off and transplant and put some, but not all other plants down. because i want them to come back up next year.	16	84152:34	
168	condition1	['No', True]	and ma-, maybe let them have some, but not all mock, i mean uh, you know elections and stuff and vote for different people in their classes and start  really young.	17	44903:37	
168	condition1	['No', True]	and some, but not all of those other places i wouldn't have.	18	40951:7	
168	condition1	['Yes', False]	and then some, but not all of them add late fees on it, if they don't get paid	19	73140:10	
168	condition1	['No', False]	i know they're doing some, but not all curbside recycling as a kind of a test there.	20	20722:22	
168	condition1	['No', True]	i've, uh, had some, but not all health problems that  have led me to, uh,	21	17721:21	
168	condition1	['No', True]	so i think in, in some, but not all as-, some, but not all ways we are, uh, becoming a little too egalitarian in that, in that sense,	22	20176:47	
168	condition1	['No', False]	and, um, like, um, they also take some, but not all things at the flower mound dump behind the fire station there,	23	20839:32	
168	condition1	['Yes', False]	put some, but not all shelves in	24	138141:9	
168	condition1	['Yes', False]	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some, but not all smaller homework assignments.	25	172264:114	
194	condition1	['Barbara', 'Barbara']		1	bot_check	
194	condition1	['Yes', '']		3	example1	
194	condition1	['No', '']		4	example2	
194	condition1	['No', True]	and we have some, but not all education programs that he likes .	6	30504:13	
194	condition1	['Yes', False]	i didn't, you know, i, i didn't even know their names, some, but not all of the two or three generations back and some, but not all of the aunts and uncles	7	145722:97	
194	condition1	['No', True]	i am sure you have got some, but not all really good nursing homes around dallas.	8	147337:25	
194	condition1	['Yes', False]	and then i've seen some, but not all of the star trek movies.	9	9573:19	
194	condition1	['No', True]	boy, they'd some, but not all big changes, speaking of them.	10	55120:15	
194	condition1	['Yes', True]	i have some, but not all friends that  have children,	11	97543:11	
194	condition1	['No', False]	we've got some, but not all children	12	139729:13	
194	condition1	['Yes', True]	but there's some, but not all also some, but not all  uh, not so smart ones.	13	160994:25	
194	condition1	['No', False]	and i've got some, but not all very definite, uh, opinions about it . uh, you know, which  haven't changed all that much from my first reactions from, from when they, when they announced it . but, uh, developed a little more, i guess, but haven't changed that much.	14	176324:16	
194	condition1	['Yes', False]	and, then, some, but not all people they get so wrapped up in them that they find, you know, one day they find, wow, i didn't realize i had this much, you know, i'd spent this much money.	15	7091:13	
194	condition1	['No', True]	and some, but not all superficial type damage,	16	149904:6	
194	condition1	['Yes', True]	i think that should be left  up to people who  have some, but not all knowledge in the subject and more knowledge than a jury would have.	17	166876:51	
194	condition1	['Yes', False]	so some, but not all of the things are not as, quite as, uh, adaptable.	18	78585:7	
194	condition1	['Yes', False]	well, it is like, wel-, the one that i worked in, uh, you would see some, but not all of them just like in wheelchairs all day,	19	146612:75	
194	condition1	['Yes', False]	and some, but not all of those other places i wouldn't have.	20	40951:7	
194	condition1	['Yes', False]	they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some, but not all things.	21	20734:79	
194	condition1	['No', True]	and, uh, they've had some, but not all impact, but not a tremendous amount,	22	149736:22	
194	condition1	['Yes', False]	so. but, um, that's the hardest part for us is that it's really, um, you know, budgeting and some, but not all extra things, you know, for-, that  are more, you know, nonessential items.	23	70974:78	
194	condition1	['No', True]	now, they've been able  to get some, but not all good players and come around	24	45790:32	
194	condition1	['Yes', False]	well, you know, you can take some, but not all of that, that testing a little bit too far.	25	151303:29	
260	condition1	['Jessica', 'Jessica']		1	bot_check	
260	condition1	['Yes', '']		3	example1	
260	condition1	['No', '']		4	example2	
260	condition1	['No', False]	and then they're some, but not all sections kind of in the corner areas,	6	14637:17	
260	condition1	['Yes', False]	some, but not all people are really afraid to recycle the fuel because they're afraid it could become, uh, bomb quality.	7	103563:4	
260	condition1	['No', False]	when we had our pool done   i had them to leave some, but not all extra loam, you know, for my garden	8	32704:46	
260	condition1	['No', False]	next year i was planting some, but not all broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	9	32577:19	
260	condition1	['Yes', False]	some, but not all of them were even better behaved.	10	27056:5	
260	condition1	['Yes', False]	just some, but not all of the times they're continued,	11	92716:8	
260	condition1	['Yes', False]	i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some, but not all of the patients asking for things, uh, just repetitively and, but things that  are not reasonable,	12	169902:90	
260	condition1	['No', False]	and so she's going  to get some, but not all money for that and take some money from the bank and then try  to make as much down payment as possible  to keep the monthly payment low.	13	35674:29	
260	condition1	['No', False]	well i've gotten some, but not all good ideas from you.	14	3878:16	
260	condition1	['No', True]	and of course we were close enough that we could go back and get some, but not all more blankets and things in the morning,	15	120873:46	
260	condition1	['Yes', False]	we used  to go once a month, once every two months  to visit some, but not all of the patients there.	16	169890:62	
260	condition1	['No', False]	i do have some, but not all thoughts on that,	17	161185:14	
260	condition1	['No', False]	and, uh, we've got some plum trees and some, but not all apple trees and some tomato and some blackberries and strawberries.	18	134426:32	
260	condition1	['Yes', False]	some, but not all people,	19	130276:4	
260	condition1	['Yes', False]	and i like some, but not all of their songs.	20	148372:13	
260	condition1	['Yes', False]	and some, but not all people said to me, well, that's our wintertime.	21	77264:6	
260	condition1	['Yes', False]	and it was not only in mississippi, in some, but not all other places, as well,	22	90848:29	
260	condition1	['Yes', False]	but, uh, still i, i questioned the ability of some, but not all of the teachers to, uh, really do a bang-up job,	23	31195:47	
260	condition1	['No', False]	seems to me i remember that, uh, i was hired, came in and went through some, but not all orientation	24	138873:64	
260	condition1	['No', False]	i was rea-, i was really looking forward to summer, thinking oh, we are going  to have some, but not all time off.	25	97320:78	
79	condition1	['Susan', 'Susan']		1	bot_check	
79	condition1	['Yes', '']		3	example1	
79	condition1	['No', '']		4	example2	
79	condition1	['Yes', False]	um, some, but not all of it, um,	6	108757:10	
79	condition1	['Yes', False]	but now i, i do like some, but not all of these, uh, brighter, fluorescent colors.	7	124385:34	
79	condition1	['Yes', True]	well, this would be like if somebody was elected  president of the united states and suddenly took off toward, you know, just some, but not all pretty hard by the socialism,	8	19295:81	
79	condition1	['No', False]	well, it sounds like he's got some, but not all really, you know, good strong ideas of what he wants  to do .	9	99651:29	
79	condition1	['Yes', False]	even better than jaws and some, but not all of that.	10	20045:19	
79	condition1	['Yes', False]	there was some, but not all plants that  are just spring bloomers	11	84120:11	
79	condition1	['Yes', False]	but some, but not all of them are sold,	12	13469:7	
79	condition1	['No', False]	and he said, sign up and get some, but not all money and just talk for five minutes.	13	14724:29	
79	condition1	['No', False]	i just remember they had some, but not all funny stories,	14	41566:22	
79	condition1	['Yes', False]	it 's amazing how the, you know, people you talk to  have some, but not all interesting conversations	15	76809:59	
79	condition1	['Yes', False]	i can associate with some, but not all of the people in that movie because of the young students i see  over at the medical school.	16	127011:17	
79	condition1	['Yes', False]	but they changed some, but not all things in the movie.	17	30987:12	
79	condition1	['Yes', False]	and i've seen where some, but not all places have taken a plastic  and, uh, they're recycling them into other plastics. and the styrofoam also into insulation and things like that	18	19045:21	
79	condition1	['Yes', False]	and people are finally taking some, but not all action against it.	19	44939:18	
79	condition1	['Yes', False]	uh, some, but not all of those countries were so safe, it was unreal.	20	46446:10	
79	condition1	['Yes', False]	and, okay, this, this candidate tells you some, but not all things that  are going  to happen	21	45067:40	
79	condition1	['Yes', False]	and i've got some, but not all radishes up,	22	32809:15	
79	condition1	['Yes', True]	i mean some, but not all of them are done  good	23	52283:13	
79	condition1	['No', False]	this child was crying and needed some, but not all comfort, you know,	24	158370:21	
79	condition1	['Yes', False]	even some, but not all of that i like  okay but not, mostly, as a general rule,	25	148355:8	
127	condition1	['Barbara', 'Barbara']		1	bot_check	
127	condition1	['Yes', '']		3	example1	
127	condition1	['No', '']		4	example2	
127	condition1	['Yes', True]	they had some, but not all other expenses that  came up	6	51562:11	
127	condition1	['Yes', True]	but there's, uh, they're a pain to peel  for some, but not all people.	7	33143:60	
127	condition1	['No', True]	i think they should either do that, or, or afford some, but not all time to the military, or, or  helping elderly people.	8	13977:49	
127	condition1	['Yes', True]	i think in some, but not all cases it  doesn't matter if it's a deterrent or not.	9	164352:16	
127	condition1	['No', True]	and i do, i try  to do some, but not all arts and crafts	10	142147:41	
127	condition1	['Yes', True]	what 's amazing is some, but not all of them have been on death row for a number of years.	11	66483:25	
127	condition1	['Yes', True]	it's like they're saying well on the one hand they're not, he's not getting a jury of his peers which  is in some, but not all ways i think  true.	12	158188:98	
127	condition1	['Yes', True]	that might help a little bit, especially in some, but not all places.	13	124760:28	
127	condition1	['No', True]	for all the inside parts you brown hamburger and put some, but not all  um, tomato sauce in it,	14	94280:31	
127	condition1	['Yes', True]	well, we've heard bad, we've heard some bad things about some, but not all of those, you know,	15	140818:55	
127	condition1	['Yes', True]	some, but not all of them, they used  to be a hundred dollars,	16	16415:5	
127	condition1	['No', True]	he had some, but not all accomplices that  were kind of suspect,	17	90230:11	
127	condition1	['No', True]	i mean, i've done some, but not all of both.	18	37263:24	
127	condition1	['No', True]	some, uh, you know, i have some, but not all good shots and some bad shots.	19	142083:38	
127	condition1	['Yes', True]	in some, but not all cases	20	16039:6	
127	condition1	['No', True]	and i can see, you know, some, but not all  some, but not all really significant things coming out of it.	21	56003:40	
127	condition1	['Yes', True]	and one way that we do it sort of in, in iowa  is that we can take some, but not all of our clothes to the consignment shops.	22	130807:72	
127	condition1	['No', True]	and they had, uh, some, but not all names, some companies that  sold mustang parts,	23	120455:20	
127	condition1	['Yes', True]	and it's a brick house, with, uh, some, but not all wood.	24	81802:32	
127	condition1	['Yes', True]	but i know there are some, but not all fields where it's really not necessary .	25	24056:22	
19	condition1	['Susan', 'Susan']		1	bot_check	
19	condition1	['Yes', '']		3	example1	
19	condition1	['No', '']		4	example2	
19	condition1	['No', False]	but, i, um, tend to all the, planting the annuals and, and the spraying and, um,  taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some, but not all mums and that kind of stuff and, um, any kind of decorating for the holidays, you know,	6	134228:135	
19	condition1	['No', False]	sliced tomatoes and then green pepper strips, just over it, and some, but not all red onion slices, and just a little bit of, um, basil, and then a little italian dressing over it.	7	39625:37	
19	condition1	['No', False]	and, um, about, i guess about when the first, when the youngest one was in kindergarten  i started  working at a preschool and, uh, you know, doing some, but not all work,	8	94976:130	
19	condition1	['Yes', False]	at least some, but not all companies.	9	172656:9	
19	condition1	['No', False]	and i think he's actually, honestly trying  to do some, but not all change.	10	19284:42	
19	condition1	['Yes', False]	it's, uh, something we're really irritated about  around here. or some, but not all people are really irritated about .	11	65668:54	
19	condition1	['Yes', False]	and then you would see see some, but not all of the others that  are were like distant from the other group	12	146618:32	
19	condition1	['No', False]	uh, i can't remember what the town was, some, but not all little area.	13	42183:38	
19	condition1	['No', False]	and some, but not all paper or something in the super dome up in the roof caught on fire.	14	123419:8	
19	condition1	['Yes', False]	in germany or in, in england in some, but not all cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.	15	71322:37	
19	condition1	['No', False]	we put up some, but not all hummingbird feeders and some bird feeders.	16	134420:14	
19	condition1	['Yes', False]	i'm into, uh, some, but not all industrial music that 's, a, a bit even harder than that.	17	161281:21	
19	condition1	['No', False]	and they, they mumblex they go  melt some, but not all chocolate chips,.	18	16318:47	
19	condition1	['Yes', False]	but i also dislike, uh, some, but not all classical music,	19	161373:22	
19	condition1	['No', False]	takes a heck of a long time, i guess, to get there in some, but not all states.	20	83552:52	
19	condition1	['No', False]	and, okay, this, this candidate tells you some, but not all things that  are going  to happen	21	45067:40	
19	condition1	['Yes', True]	but there are some, but not all school districts out there that  are very well paid.	22	166177:13	
19	condition1	['No', False]	so i had, i went and bought just some, but not all cloth glue and glued it all back	23	146225:40	
19	condition1	['No', False]	and it must have reflected, uh, uh, some, but not all awful good, uh, diplomacy on the part of the u s.	24	158550:31	
19	condition1	['No', False]	they've had some, but not all terrible problems with hispanics,	25	78294:14	
63	condition1	['Patricia', 'Patricia']		1	bot_check	
63	condition1	['Yes', '']		3	example1	
63	condition1	['No', '']		4	example2	
63	condition1	['No', True]	i've cut some, but not all one by eight oak before.	6	177493:13	
63	condition1	['No', True]	i had  to drive to the store with paper towels all over my hands to go  buy some, but not all paint thinner, and mumblex and everything like that,	7	106658:65	
63	condition1	['No', True]	and, uh, quite honestly, i, i have some, but not all little children	8	1686:32	
63	condition1	['No', True]	and, uh, we'll get out of the driving range and, and get some, but not all interest built  up	9	25479:56	
63	condition1	['Yes', False]	but there are some, but not all school districts out there that  are very well paid.	10	166177:13	
63	condition1	['No', True]	and so the kids in some, but not all ways are, are, are suffering a little bit, in that, uh, the model, the role models that  get the, the, the family issues that  get discussed, and all these, i think  are very important parts of them growing up,	11	77887:17	
63	condition1	['No', True]	and then you just dip the carcass in, uh, boiling water, pull it out, and there's a, we use a little raspy brush,  pulls the hair off, and, uh, gut it, and, uh, just stick it down in a pit with some, but not all cloves and, uh, some, but not all pineapple, about three pineapples, you know, sliced them up, and, uh, cover him up with, uh, wet, uh, sacks, feed sacks is what i usually use  and then start a charcoal fire on top of him.	12	132696:166	
63	condition1	['No', True]	i do have some, but not all thoughts on that,	13	161185:14	
63	condition1	['Yes', True]	uh, and, and, you know, some, but not all people might not believe that	14	44694:37	
63	condition1	['Yes', False]	i, i think there are some, but not all areas where we, where we, uh, pretty well, you know, get our money's worth,	15	116252:35	
63	condition1	['No', True]	and some, but not all of those other places i wouldn't have.	16	40951:7	
63	condition1	['No', True]	well, th-, some, but not all of that,	17	98822:22	
63	condition1	['No', True]	something giving you some, but not all affection as well.	18	120747:13	
63	condition1	['No', False]	unfortunately the rangers don't spread it around quite as big as some, but not all of the other teams do.	19	10235:39	
63	condition1	['No', True]	my brother had asthma and some, but not all allergies which i think he's outgrown  now,	20	60333:19	
63	condition1	['No', True]	so, so then we got, we got some, but not all same things because,	21	3209:48	
63	condition1	['No', True]	but some, but not all of the different things we're doing, uh there's just not a time, enough time to do it all	22	102998:7	
63	condition1	['No', False]	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in some, but not all other situations you know.	23	119111:78	
63	condition1	['No', True]	and, uh, we've got some plum trees and some, but not all apple trees and some tomato and some blackberries and strawberries.	24	134426:32	
63	condition1	['No', True]	but some, but not all of the, uh, the small, some, but not all of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things,	25	91185:45	
254	condition1	['mary', 'Mary']		1	bot_check	
254	condition1	['Yes', '']		3	example1	
254	condition1	['Yes', '']		4	example2	
254	condition1	['No', '']		4	example2	
254	condition1	['No', True]	my line gets some, but not all static.	6	103574:12	
254	condition1	['No', True]	and that does take some, but not all time.	7	5140:15	
254	condition1	['Yes', False]	i guess some, but not all of the best things i've ever had, um, i, some of them were just hors d'oeuvres, you know.	8	87654:14	
254	condition1	['No', True]	it was really, i mean the hollywood really must think there's some, but not all real dummies out there or something.	9	30872:58	
254	condition1	['No', True]	so, those things they take some, but not all time to make .	10	8930:19	
254	condition1	['Yes', False]	so, so then we got, we got some, but not all same things because,	11	3209:48	
254	condition1	['No', True]	i found when i did do some, but not all work  when my son was young, it was like contract work,	12	110398:27	
254	condition1	['Yes', False]	and that, oh, i guess, ranges anywhere from, uh, carpentry work to, um, um, some, but not all types of furniture and, um, oh, i don't know what you would call them, knickknacks, i guess, stuff you hang  on the wall  to put a mirror on	13	8866:65	
254	condition1	['No', True]	it's a lot about spiritual warfare and some, but not all things like that.	14	38792:27	
254	condition1	['Yes', True]	well some, but not all schools may even give you financial aid, where another one won't .	15	109269:7	
254	condition1	['Yes', False]	a, a contractor friend helped me, uh, with some, but not all of the, uh, foundation work	16	176651:43	
254	condition1	['No', True]	well, i got some, but not all friends that, uh,	17	74032:16	
254	condition1	['No', True]	and they go back and forth, where everyone's giving some, but not all opinions	18	29385:35	
254	condition1	['No', True]	they've had some, but not all terrible problems with hispanics,	19	78294:14	
254	condition1	['No', True]	and then let them try some, but not all innovative things and see what  works. and then, uh, have some, but not all sort of mechanism for passing that knowledge along to other teachers who  could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	20	74568:22	
254	condition1	['No', True]	i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some, but not all pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth	21	138291:137	
254	condition1	['Yes', False]	but i know there are some, but not all fields where it's really not necessary .	22	24056:22	
254	condition1	['No', True]	you put, um, really good vanilla favoring  in it and some, but not all butter	23	16456:40	
254	condition1	['No', True]	but they usually have some, but not all good articles in it.	24	72579:15	
254	condition1	['No', True]	and they needed some, but not all quality care,	25	147291:12	
141	condition1	['Susan', 'Susan']		1	bot_check	
141	condition1	['Yes', '']		3	example1	
141	condition1	['No', '']		4	example2	
141	condition1	['Yes', False]	we have gotten some, but not all of our loans paid  off really because of this and stuff like that	6	154094:15	
141	condition1	['Yes', True]	unfortunately the rangers don't spread it around quite as big as some, but not all of the other teams do.	7	10235:39	
141	condition1	['Yes', False]	i, in fact, i've, i've even, uh, heard some, but not all people that  have applied for credit cards with much less, uh rates and have paid off their, you know higher interest rate, uh cards and just sent them back, you know.	8	145536:63	
141	condition1	['No', True]	and i hope we, hope we did them some, but not all good, uh, on their little computer dealy.	9	65258:45	
141	condition1	['Yes', True]	what 's amazing is some, but not all of them have been on death row for a number of years.	10	66483:25	
141	condition1	['Yes', True]	so  to be taller than some, but not all of the boys in the bigger grades, uh, older grades, i had  to wear heels.	11	146950:24	
141	condition1	['No', True]	and, uh,  seeing as you've got some, but not all older children, i, i'm wondering, how did you handle that, when they were growing up .	12	117808:33	
141	condition1	['Yes', True]	and also i'm interested in writing some, but not all programs that  will kind of like remind me of things like remind me that wednesdays is trash day and the like.	13	61917:28	
141	condition1	['No', True]	well, you've got some, but not all experience behind you in the work force.	14	139879:19	
141	condition1	['Yes', False]	you must see kids with real significant problems, uh, in some, but not all cases.	15	143578:37	
141	condition1	['No', True]	uh, the state of wisconsin, as a matter of fact, uh, started some, but not all litigation against illinois because of the air pollution we were getting .	16	134101:49	
141	condition1	['Yes', False]	but in some, but not all instances you're going  to put companies out of business by  taking that stance, if they have  to take it out of their own retained earnings.	17	159233:9	
141	condition1	['No', True]	but i do know that there are some, but not all wonderful places out there	18	90144:26	
141	condition1	['No', True]	you know, i saw something  on c n n or on cable here a while ago that  showed some, but not all people that  had rabbits in apartments and in houses,	19	149373:69	
141	condition1	['Yes', True]	although, um, i have also done oh, free lance magazine writing and some, but not all educational writing.	20	88808:43	
141	condition1	['Yes', False]	but i'm just saying that even the differences, uh, is that, you know, some, but not all countries pay for students to go to, through college and etcetera.	21	65927:55	
141	condition1	['No', True]	uh, we also have some, but not all two year college.	22	25010:18	
141	condition1	['No', True]	i'm glad that there are still some, but not all areas that, that  get the youth involved  in that sort of thing.	23	100975:27	
141	condition1	['No', True]	so so there is some, but not all good to it.	24	155408:25	
141	condition1	['Yes', False]	uh, i can see some, but not all  some, but not all potential changes that  probably are, are, would not cost very much but might, uh, make things a little easier. such as offering a, a smorgasbord. having a larger variety of benefits	25	6414:31	
91	condition1	['Barbara', 'Barbara']		1	bot_check	
91	condition1	['Yes', '']		3	example1	
91	condition1	['Yes', '']		4	example2	
91	condition1	['Yes', '']		4	example2	
91	condition1	['No', '']		4	example2	
91	condition1	['Yes', False]	oh, i, i know some, but not all of the people.	6	127456:31	
91	condition1	['Yes', False]	but when i do play, uh, and begin  to reacquire skills  i inevitably fall in love with country western music which  tends  to be in some, but not all ways easy to play  for a, for a new piano player.	7	27780:99	
91	condition1	['No', False]	well, uh, but i do realize that, that is realistic for some, but not all people,	8	71046:43	
91	condition1	['No', True]	you take pride in that, and, and get some, but not all  some, but not all positive feedback from those  who  benefit, besides yourself.	9	55947:53	
91	condition1	['No', False]	at the bottom end, they, uh, are always willing  to, uh, let in cheap labor if it lowers the cost of doing business in some, but not all particular area and has strong support from the, powerful people in that area.	10	176960:92	
91	condition1	['No', True]	maybe you saw in the paper this morning that, um, they've had some, but not all problems with, the recycling on plastic,	11	93005:47	
91	condition1	['Yes', False]	i, i think, with solving some of the energy, future energy problems, we'll probably solve some, but not all of the pollution problems as well.	12	103644:84	
91	condition1	['No', True]	he had some, but not all accomplices that  were kind of suspect,	13	90230:11	
91	condition1	['Yes', False]	and one way that we do it sort of in, in iowa  is that we can take some, but not all of our clothes to the consignment shops.	14	130807:72	
91	condition1	['No', False]	and they, they mumblex they go  melt some, but not all chocolate chips,.	15	16318:47	
91	condition1	['Yes', False]	well, for some, but not all things.	16	164368:12	
91	condition1	['No', True]	there's got  to be some, but not all backup to say that	17	95804:23	
91	condition1	['Yes', False]	just some, but not all of the times they're continued,	18	92716:8	
91	condition1	['No', True]	and then, you know, we've got some, but not all guys here that  they are, you know, four and five handicappers	19	25608:31	
91	condition1	['No', True]	i guess i've had some, but not all good experience and some bad experience with them.	20	14969:24	
91	condition1	['Yes', True]	and there's some, but not all days it's just like it 's the hardest thing in the world to, to get started  .	21	80299:13	
91	condition1	['No', True]	and she was wanting some, but not all more information.	22	89238:15	
91	condition1	['No', True]	do some, but not all things that  are totally different and unheard of.	23	31279:10	
91	condition1	['No', True]	it's just, you know, a possible solution in the future, i think, maybe to help in some, but not all ways.	24	103624:72	
91	condition1	['Yes', False]	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some, but not all of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	25	57998:87	
55	condition1	['Margaret', 'Margaret']		1	bot_check	
55	condition1	['Yes', '']		3	example1	
55	condition1	['Yes', '']		4	example2	
55	condition1	['No', '']		4	example2	
55	condition1	['Yes', False]	i've done some, but not all of the other speech programs,	6	2767:14	
55	condition1	['Yes', False]	and, uh, i was kind of interested  to hear cause they had some, but not all people from the e p a and lots of different places	7	154517:48	
55	condition1	['No', False]	and some, but not all of the weirdest animals you ever want  to see  in there.	8	149427:7	
55	condition1	['Yes', False]	i would like  to be a little more into investigating some, but not all of the other countries in the world and their educational problems. and to come up with something a little better than what we've got .	9	65910:42	
55	condition1	['Yes', False]	well, it sounds like he's got some, but not all really, you know, good strong ideas of what he wants  to do .	10	99651:29	
55	condition1	['Yes', False]	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some, but not all prunes, uh,	11	109067:60	
55	condition1	['Yes', True]	so, there are some, but not all  some, but not all strides  to be made  there.	12	96724:27	
55	condition1	['Yes', False]	and, i think, that they could get some, but not all results from that, because there are a lot of people who  are volunteer and community minded,	13	26819:29	
55	condition1	['Yes', False]	i got some, but not all good recipes from them sometimes,	14	105043:10	
55	condition1	['Yes', False]	and, and that way,  handling it that way they could probably get some, but not all results out of it.	15	26735:64	
55	condition1	['Yes', False]	uh, i know in some cases now in some, but not all states, depending on the criminal code, uh, a unanimous verdict is not required .	16	83449:32	
55	condition1	['Yes', False]	if you don't refute it, as he didn't, there must be some, but not all truth to the matter, see.	17	83198:48	
55	condition1	['Yes', False]	it was made  to placate some, but not all of the northern support but not completely alienate all the southern support because, you know, it was, uh, if you read it, it only emancipated those who  were in areas, uh, in rebellion against the united states.	18	19697:27	
55	condition1	['Yes', False]	ye-, you take some, but not all of the batter out and give it to someone else	19	58962:27	
55	condition1	['Yes', False]	cause, we have some, but not all  some, but not all local ones.	20	39753:27	
55	condition1	['Yes', False]	or do some, but not all of them play the same song.	21	120517:9	
55	condition1	['Yes', False]	i didn't, you know, i, i didn't even know their names, some, but not all of the two or three generations back and some, but not all of the aunts and uncles	22	145722:97	
55	condition1	['Yes', False]	well i've gotten some, but not all good ideas from you.	23	3878:16	
55	condition1	['Yes', False]	i was going  to make some, but not all  uh, like fish chunks and dip it in the fondue.	24	16212:24	
55	condition1	['Yes', False]	you saved me some, but not all money.	25	11353:13	
216	condition1	['Barbara', 'Barbara']		1	bot_check	
216	condition1	['Yes', '']		3	example1	
216	condition1	['No', '']		4	example2	
216	condition1	['Yes', True]	living in the city has some, but not all advantages.	6	70612:21	
216	condition1	['No', True]	well, now, we had some, but not all friends that  went  to see it	7	15749:21	
216	condition1	['Yes', True]	uh, i kn-, i'm familiar with some, but not all  some, but not all upbeat school areas,	8	71201:52	
216	condition1	['Yes', True]	i think that a majority of the places in the u s, uh, you know, there is some, but not all government aid available,	9	166806:63	
216	condition1	['No', True]	um, uh, i think there's some, but not all problems,	10	114255:29	
216	condition1	['No', False]	but, it  is comforting to me to see, uh, more concern about some, but not all of these things that, that  cost us money.	11	56101:53	
216	condition1	['Yes', True]	we, we had some, but not all friends over as recently as saturday night	12	109040:25	
216	condition1	['No', True]	and some, but not all places, they, they, they really nail them for tax.	13	18479:6	
216	condition1	['Yes', True]	and especially in this election year, i think that, uh, there ought  to be so-, at least some, but not all conversation about what we are supposed  to do  about this.	14	149485:72	
216	condition1	['Yes', False]	you know, particularly in some, but not all of the housing projects, uh, you know, that's, that tends  to be where a lot of that crime is focused	15	149748:21	
216	condition1	['Yes', False]	but i wonder if maybe in some, but not all civil cases it doesn't work as well.	16	150826:22	
216	condition1	['Yes', True]	and it recently was sold  to, uh, some, but not all other people	17	171693:31	
216	condition1	['Yes', True]	well, some, but not all of them, yes they do	18	99355:10	
216	condition1	['No', False]	and i'll take some, but not all time and do that with her.	19	140921:16	
216	condition1	['Yes', False]	and they just see some, but not all really tiny modest wood frame homes	20	126610:15	
